,OSEBuildingID,BuildingType,PrimaryPropertyType,Neighborhood,NumberofBuildings,PropertyGFABuilding,LargestPropertyUseTypeGFA,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseTypeGFA,YearsENERGYSTARCertified,ENERGYSTARScore,SiteEnergyUse_kBtu,SteamUse_kBtu,Electricity_kBtu,NaturalGas_kBtu,OtherFuelUse_kBtu,GHGEmissions_MetricTonsCO2e,GHGEmissionsIntensity_kgCO2e_ft2
3548,331,NonResidential,Large Office,DOWNTOWN,1.0,174790,142034.0,17070.0,14666.0,201020092007,91.0,7739699.0,0.0,6736076.0,1003622.0,1.0,100.26,0.49
3549,332,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,73399,51557.0,9976.0,0.0,,61.0,3757006.0,0.0,3757005.0,0.0,1.0,26.19,0.36
3550,333,NonResidential,Large Office,DOWNTOWN,1.0,233517,226454.0,29214.0,0.0,201720102007,90.0,14633233.0,6568832.0,8064399.0,0.0,2.0,563.25,2.12
3551,334,NonResidential,Large Office,DOWNTOWN,1.0,529375,582725.0,191082.0,0.0,20162015,95.0,27018020.0,0.0,26131643.0,886373.0,4.0,229.25,0.3
3552,335,NonResidential,Large Office,DOWNTOWN,1.0,206000,161000.0,51250.0,0.0,,91.0,8580279.0,2312496.75,6267781.0,0.0,1.25,222.19,1.08
3553,336,NonResidential,Large Office,DOWNTOWN,1.0,669915,743562.0,161119.0,0.0,20172015,97.0,39523852.0,0.0,39523847.0,0.0,5.0,275.54,0.33
3554,337,NonResidential,Large Office,DOWNTOWN,1.0,339240,311736.0,123356.0,18239.0,,94.0,17867002.0,0.0,17733276.0,133724.0,2.0,130.73,0.27
3555,338,NonResidential,Other,DOWNTOWN,1.0,230638,250000.0,0.0,0.0,,,65336980.0,0.0,30651644.0,34685331.0,5.0,2055.82,6.87
3556,339,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,89550,64712.0,10058.0,7030.0,,85.0,3903259.75,348386.8125,3554872.0,0.0,0.9375,51.67,0.58
3557,340,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,89355,82355.0,7000.0,0.0,,66.0,4178233.5,0.0,4116601.0,61632.0,0.5,31.97,0.36
3558,341,NonResidential,Large Office,DOWNTOWN,1.0,388934,388934.0,0.0,0.0,20152014201220112009,89.0,18576900.0,1192343.75,17384553.0,0.0,3.25,213.23,0.55
3559,342,NonResidential,Large Office,DOWNTOWN,1.0,384302,348969.0,3291.899902,1437.0,201220092008,98.0,10062436.0,0.0,10062435.0,0.0,1.0,70.15,0.18
3560,343,NonResidential,Large Office,DOWNTOWN,1.0,293925,236827.0,83311.0,14679.0,,69.0,24906132.0,10921066.0,13985064.0,0.0,2.0,940.47,2.48
3561,345,NonResidential,Large Office,DOWNTOWN,1.0,1323055,1011135.0,272682.0,37595.0,,94.0,44683660.0,0.0,44521844.0,161812.0,4.0,318.97,0.24
3562,346,NonResidential,Large Office,DOWNTOWN,1.0,460489,470416.0,107667.0,10290.0,20162015,84.0,24603420.0,0.0,24603417.0,0.0,3.0,171.52,0.29
3563,347,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,89699,89699.0,1392.0,0.0,,,1835804.75,480784.0,1355021.0,0.0,0.0,46.56,0.51
3564,348,NonResidential,Large Office,DOWNTOWN,1.0,94948,84838.0,15401.0,0.0,2016,81.0,3743228.5,0.0,3743228.0,0.0,0.5,26.1,0.17
3565,349,NonResidential,Large Office,DOWNTOWN,1.0,438072,522667.0,194435.0,6122.0,201620152014201320112010200920072000,95.0,18221224.0,180731.7969,18040489.0,0.0,3.203099999576807,139.72,0.22
3567,351,NonResidential,Large Office,DOWNTOWN,1.0,614158,606050.0,154947.0,0.0,201620092008,81.0,32552428.0,0.0,32457349.0,95076.0,3.0,231.32,0.3
3568,352,NonResidential,Large Office,DOWNTOWN,1.0,162993,182540.0,33671.0,240.0,201620142012,95.0,9641043.0,2154977.5,7486064.0,0.0,1.5,218.53,1.17
3569,353,NonResidential,Large Office,DOWNTOWN,1.0,754455,808980.0,232248.0,30329.0,20162015201420122008,89.0,45163308.0,0.0,38378889.0,6784415.0,4.0,627.87,0.56
3570,354,NonResidential,Large Office,DOWNTOWN,1.0,888049,765351.0,185581.0,103478.0,2016201520142013201220112010200920082007200620052004,93.0,41213584.0,0.0,41213579.0,0.0,5.0,287.32,0.27
3571,355,NonResidential,Large Office,DOWNTOWN,1.0,446184,581558.0,189600.0,18026.0,201520142013,28.0,69519808.0,882983.5,68636822.0,0.0,2.5,546.65,0.88
3572,356,NonResidential,Large Office,DOWNTOWN,1.0,201480,161762.0,29094.0,10624.0,,91.0,8921778.0,1619966.875,7301810.0,0.0,1.125,175.95,0.87
3573,357,Nonresidential COS,Large Office,DOWNTOWN,1.0,1195387,1191115.0,159599.0,18656.0,2014201320112010200920082007,89.0,61576184.0,0.0,61576180.0,0.0,4.0,429.27,0.32
3574,358,Nonresidential COS,Large Office,DOWNTOWN,1.0,310490,269284.0,28394.0,600.0,,,21169502.0,0.0,16124036.0,5045465.0,1.0,380.37,1.23
3575,359,Nonresidential COS,Large Office,DOWNTOWN,1.0,168870,160418.0,18590.0,17480.0,,69.0,13214416.0,0.0,8738965.0,4475451.0,0.0,298.61,1.5
3576,360,NonResidential,Large Office,DOWNTOWN,1.0,319539,319539.0,52703.0,0.0,,98.0,13843866.0,0.0,11248986.0,2594878.0,2.0,216.24,0.58
3577,361,NonResidential,Large Office,DOWNTOWN,1.0,106099,96582.0,0.0,0.0,,99.0,2746560.75,0.0,1640689.0,1105871.0,0.75,70.17,0.61
3578,363,NonResidential,Retail Store,NORTHEAST,1.0,89200,89200.0,0.0,0.0,,83.0,6461937.0,0.0,5499125.0,962811.0,1.0,89.47,1.0
3579,364,NonResidential,Large Office,NORTHEAST,1.0,474546,474546.0,0.0,0.0,,77.0,28450436.0,0.0,28450433.0,0.0,3.0,198.34,0.42
3580,365,NonResidential,Other,NORTHEAST,1.0,36000,36000.0,0.0,0.0,2016201520142013,96.0,30038490.0,0.0,30038487.0,0.0,3.0,209.41,5.82
3581,366,NonResidential,Small- and Mid-Sized Office,NORTHEAST,1.0,99005,79555.0,0.0,0.0,,70.0,4728488.0,0.0,2863212.0,1865277.0,0.0,119.03,1.2
3582,367,NonResidential,Large Office,NORTHEAST,1.0,90803,95943.0,42500.0,0.0,2017201620152014201320112008,88.0,4426136.0,0.0,4426136.0,0.0,0.0,30.86,0.23
3583,368,NonResidential,Large Office,NORTHEAST,1.0,137929,145754.0,90000.0,0.0,201720162015201420132008,93.0,7046345.5,0.0,7046345.0,0.0,0.5,49.12,0.22
3584,369,NonResidential,Self-Storage Facility,DOWNTOWN,1.0,93660,93660.0,0.0,0.0,,,873221.75,0.0,873222.0,0.0,0.0,6.09,0.07
3585,370,NonResidential,Large Office,DOWNTOWN,1.0,349055,348270.0,69634.0,0.0,20162015201320122010,79.0,24224888.0,0.0,24224886.0,0.0,2.0,168.88,0.41
3586,371,NonResidential,Mixed Use Property,DOWNTOWN,1.0,185760,182820.0,164192.0,37782.0,,94.0,9765777.0,0.0,9671822.0,93954.0,1.0,72.42,0.19
3587,372,NonResidential,Large Office,DOWNTOWN,1.0,378769,367623.0,114510.0,0.0,2015201320122010,65.0,26823218.0,0.0,26602310.0,220905.0,3.0,197.19,0.4
3588,373,NonResidential,Large Office,DOWNTOWN,1.0,427155,424044.0,107300.0,0.0,,79.0,25307744.0,0.0,25307741.0,0.0,3.0,176.43,0.32
3589,374,NonResidential,Mixed Use Property,DOWNTOWN,1.0,70647,42389.0,38700.0,28258.0,,,8218155.5,0.0,7484659.0,733496.0,0.5,91.13,0.83
3590,375,NonResidential,Large Office,DOWNTOWN,1.0,272410,274002.0,122624.0,0.0,,64.0,20361158.0,0.0,20361156.0,0.0,2.0,141.95,0.36
3591,376,NonResidential,Large Office,DOWNTOWN,1.0,203880,191814.0,72178.0,5322.0,20162011201020092008,74.0,14913424.0,0.0,14913422.0,0.0,2.0,103.97,0.36
3592,377,NonResidential,Large Office,DOWNTOWN,1.0,144118,146157.0,48199.0,0.0,2007,94.0,5357833.0,0.0,5169641.0,188191.0,1.0,46.03,0.24
3593,379,NonResidential,Large Office,DOWNTOWN,1.0,191117,158681.0,70190.0,21782.0,2010,3.0,29949248.0,0.0,29949243.0,0.0,5.0,208.79,0.82
3594,381,NonResidential,Supermarket / Grocery Store,NORTHWEST,1.0,60880,61666.0,0.0,0.0,,54.0,14293972.0,0.0,8125218.0,6168753.0,1.0,384.27,6.31
3595,382,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,50176,50328.0,8329.0,4253.0,,77.0,2933288.75,0.0,2836654.0,96634.0,0.75,24.91,0.5
3596,383,NonResidential,Large Office,DOWNTOWN,1.0,304346,245028.0,8429.0,7518.0,,72.0,23262244.0,1014422.375,11239744.0,11008077.0,0.625,741.3,2.44
3597,384,NonResidential,Warehouse,GREATER DUWAMISH,1.0,128800,119200.0,9600.0,0.0,,97.0,1809101.0,0.0,371850.0,1437252.0,0.0,78.92,0.61
3598,385,NonResidential,Large Office,DOWNTOWN,1.0,321945,166919.0,39355.0,19787.0,20172016201520092008,76.0,13656587.0,3700629.75,9955956.0,0.0,1.25,355.05,1.1
3599,386,NonResidential,Large Office,DOWNTOWN,1.0,336330,256299.0,66430.0,7438.0,,77.0,18967014.0,5370612.0,13134207.0,462194.0,1.0,530.66,1.58
3600,387,NonResidential,Large Office,DOWNTOWN,1.0,298426,286538.0,197750.0,11888.0,2017201320092008,79.0,27076922.0,12760971.0,14315950.0,0.0,1.0,1084.79,3.64
3601,388,NonResidential,Large Office,DOWNTOWN,1.0,635824,718473.0,40000.0,19671.0,,69.0,48479988.0,0.0,48479982.0,0.0,6.0,337.97,0.53
3602,389,NonResidential,Hotel,DOWNTOWN,1.0,542305,542305.0,0.0,0.0,,45.0,56485204.0,28438884.0,24078107.0,3968211.0,2.0,2573.75,4.75
3603,390,NonResidential,Retail Store,SOUTHEAST,1.0,291940,191940.0,100000.0,0.0,,80.0,11688601.0,0.0,9933861.0,1754739.0,1.0,162.45,0.56
3604,391,NonResidential,Mixed Use Property,GREATER DUWAMISH,1.0,88400,33450.0,29620.0,27715.0,,42.0,4383100.5,0.0,2530658.0,1852442.0,0.5,116.03,1.31
3605,392,NonResidential,Warehouse,NORTHWEST,1.0,52311,51116.0,0.0,0.0,,96.0,930611.75,0.0,16765.0,913847.0,0.0,48.65,0.93
3606,393,NonResidential,Other,LAKE UNION,1.0,71421,74831.0,71643.0,0.0,,,3085814.0,0.0,3085813.0,0.0,1.0,21.51,0.15
3607,394,NonResidential,Large Office,LAKE UNION,1.0,106465,103494.0,70067.0,0.0,2015,60.0,5803409.0,0.0,5803409.0,0.0,0.0,40.46,0.23
3608,395,NonResidential,Warehouse,BALLARD,1.0,52500,49395.0,5853.0,0.0,,2.0,3989399.0,0.0,3064777.0,924621.0,1.0,70.47,1.34
3609,396,NonResidential,Warehouse,BALLARD,1.0,57300,29001.0,28299.0,0.0,,55.0,4560492.0,0.0,1853914.0,2706578.0,0.0,156.67,2.73
3611,399,NonResidential,Large Office,DOWNTOWN,1.0,1115000,994116.0,264481.0,133598.0,2017201120102007,92.0,53079164.0,2179487.75,49472833.0,1426840.0,3.25,588.9,0.42
3612,401,NonResidential,Hotel,DOWNTOWN,1.0,305548,310000.0,0.0,0.0,,58.0,33729336.0,16284570.0,14578058.0,2866705.0,3.0,1510.85,4.94
3613,402,NonResidential,Large Office,DOWNTOWN,1.0,1023998,1002403.0,377046.0,53116.0,201720162014201320122011201020092007,89.0,56606136.0,0.0,53668061.0,2938070.0,5.0,530.18,0.35
3614,403,NonResidential,Large Office,DOWNTOWN,1.0,135918,144570.0,0.0,0.0,,91.0,6423556.5,2121203.0,4302353.0,0.0,0.5,193.72,1.43
3615,404,NonResidential,Retail Store,DOWNTOWN,1.0,79957,35694.0,29723.0,0.0,,25.0,5252131.0,0.0,5252130.0,0.0,1.0,36.61,0.46
3617,406,NonResidential,Large Office,DOWNTOWN,1.0,500000,411301.0,80005.0,14528.0,201720152014201220102008,93.0,18848780.0,0.0,18848777.0,0.0,3.0,131.4,0.26
3618,408,NonResidential,Large Office,DOWNTOWN,1.0,132326,92006.0,12610.0,9835.0,,72.0,6029020.0,328247.0938,5698221.0,2551.0,0.9062000000849366,65.2,0.49
3619,409,NonResidential,Large Office,DOWNTOWN,1.0,96630,83485.0,13200.0,5000.0,,45.0,7335905.5,0.0,7335905.0,0.0,0.5,51.14,0.47
3620,410,NonResidential,Hotel,DOWNTOWN,1.0,272787,332067.0,0.0,0.0,,6.0,37785552.0,15586014.0,19800542.0,2398995.0,1.0,1468.5,4.42
3621,411,NonResidential,Large Office,DOWNTOWN,1.0,130513,87391.0,32264.0,10858.0,,49.0,11651200.0,631029.0,6846996.0,4173175.0,0.0,318.08,2.44
3622,412,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,60660,41958.0,4800.0,0.0,,,2586116.0,0.0,2586116.0,0.0,0.0,18.03,0.3
3623,413,NonResidential,Large Office,DOWNTOWN,1.0,137350,124508.0,0.0,0.0,,89.0,6366084.5,2258855.25,4107229.0,0.0,0.25,202.99,1.48
3624,414,NonResidential,Large Office,DOWNTOWN,1.0,151039,125473.0,0.0,0.0,,84.0,5446624.0,2850077.75,2596546.0,0.0,0.25,238.09,1.58
3625,415,NonResidential,Large Office,DOWNTOWN,1.0,620338,643083.0,126891.0,13422.0,,72.0,52226204.0,519390.0,43199963.0,8506844.0,7.0,793.05,1.05
3626,416,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,63540,56747.0,0.0,0.0,,72.0,3518459.5,0.0,2428286.0,1090173.0,0.5,74.83,1.18
3627,417,NonResidential,Large Office,DOWNTOWN,1.0,130893,87925.0,27177.0,6644.0,,80.0,6962073.0,0.0,6962072.0,0.0,1.0,48.54,0.37
3628,418,NonResidential,Mixed Use Property,DOWNTOWN,1.0,79920,39960.0,26640.0,13320.0,,,3009463.5,0.0,3009464.0,0.0,0.0,20.98,0.26
3629,419,Campus,Mixed Use Property,DOWNTOWN,1.0,137400,44078.0,19182.0,14380.0,,,14940504.0,0.0,10344729.0,4595774.0,1.0,316.2,2.3
3630,420,NonResidential,Other,DOWNTOWN,1.0,61423,64821.0,40629.0,13039.0,,,9671619.0,0.0,7122619.0,2548999.0,1.0,185.03,1.25
3631,421,NonResidential,Other,DOWNTOWN,1.0,100375,166960.0,69947.0,27400.0,,,7273155.5,0.0,5169902.0,2103253.0,0.5,147.75,0.55
3632,422,NonResidential,Large Office,DOWNTOWN,1.0,1215718,1314475.0,389860.0,30744.0,20092005,97.0,49517704.0,915654.875,46081813.0,2520230.0,6.125,525.78,0.33
3633,423,NonResidential,Large Office,DOWNTOWN,1.0,794592,748011.0,36606.0,9975.0,20092005,96.0,26689658.0,0.0,26031451.0,658204.0,3.0,216.43,0.27
3634,424,NonResidential,Large Office,DOWNTOWN,1.0,363100,342952.0,106466.0,0.0,,74.0,19397324.0,0.0,19397322.0,0.0,2.0,135.23,0.3
3635,425,NonResidential,Large Office,DOWNTOWN,1.0,100717,104788.0,11844.0,528.0,2017201520142013,89.0,4757299.5,0.0,4757299.0,0.0,0.5,33.17,0.29
3636,426,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,70000,70090.0,1672.0,0.0,,72.0,4549892.0,0.0,4549891.0,0.0,1.0,31.72,0.36
3637,427,NonResidential,Large Office,DOWNTOWN,1.0,189629,150969.0,41829.0,0.0,201620152012,72.0,13329024.0,0.0,13329022.0,0.0,2.0,92.92,0.25
3638,428,NonResidential,Other,DOWNTOWN,1.0,155500,146689.0,0.0,0.0,,,14436982.0,0.0,14436981.0,0.0,1.0,100.65,0.52
3639,429,NonResidential,Large Office,DOWNTOWN,1.0,102846,93879.0,7500.0,0.0,,96.0,5327249.25,3480880.75,1846369.0,0.0,0.0,281.55,2.74
3640,430,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,52800,38880.0,12960.0,0.0,,83.0,2429021.0,0.0,1831932.0,597088.0,1.0,44.48,0.84
3641,432,Campus,Mixed Use Property,DOWNTOWN,3.0,258497,155000.0,145594.0,103200.0,,,20779796.0,3902781.25,16877013.0,0.0,1.75,418.9,1.62
3642,433,NonResidential,Retail Store,DOWNTOWN,1.0,861702,509342.0,380639.0,0.0,,,17666646.0,2927935.25,14736955.0,1753.0,2.75,328.83,0.38
3643,434,NonResidential,Other,EAST,1.0,109550,206950.0,0.0,0.0,,,19295226.0,1631750.25,17663475.0,0.0,0.75,249.09,1.2
3645,436,NonResidential,Other,EAST,1.0,46710,46710.0,0.0,0.0,,,4169431.5,1447314.625,2722116.0,0.0,0.875,130.69,2.8
3646,437,NonResidential,Medical Office,EAST,1.0,162000,162000.0,104000.0,0.0,,65.0,13911761.0,476741.8125,11902958.0,1532059.0,2.1875,201.15,0.76
3647,438,NonResidential,Medical Office,EAST,1.0,282363,270384.0,270383.0,0.0,2012201020072006,58.0,21156670.0,0.0,21156669.0,0.0,1.0,147.49,0.21
3648,439,NonResidential,Mixed Use Property,LAKE UNION,1.0,200783,164332.0,108781.0,54184.0,,100.0,55073120.0,0.0,53506520.0,1566594.0,6.0,456.22,1.21
3649,440,NonResidential,Mixed Use Property,LAKE UNION,1.0,108912,104922.0,54385.0,37721.0,,100.0,75073888.0,0.0,74917352.0,156525.0,11.0,530.59,2.48
3650,441,NonResidential,Hotel,LAKE UNION,1.0,79608,109017.0,0.0,0.0,,34.0,9474745.0,0.0,5625395.0,3849350.0,0.0,243.66,2.24
3651,443,NonResidential,Large Office,MAGNOLIA / QUEEN ANNE,1.0,237282,228504.0,47404.0,0.0,,77.0,16373232.0,0.0,16373229.0,0.0,3.0,114.14,0.41
3652,444,NonResidential,Warehouse,GREATER DUWAMISH,1.0,123061,123061.0,0.0,0.0,,59.0,1987934.625,0.0,1987934.0,0.0,0.625,13.86,0.11
3653,446,NonResidential,Distribution Center,GREATER DUWAMISH,1.0,59090,40272.0,18818.0,0.0,,45.0,2756214.5,0.0,634386.0,2121829.0,0.0,117.11,1.98
3654,447,NonResidential,Warehouse,GREATER DUWAMISH,1.0,106000,106001.0,0.0,0.0,,93.0,763364.5,0.0,763364.0,0.0,0.5,5.32,0.05
3655,449,NonResidential,Large Office,LAKE UNION,1.0,120200,125779.0,32821.0,20000.0,,19.0,18309150.0,0.0,15941028.0,2368120.0,2.0,236.9,1.49
3656,451,NonResidential,Distribution Center,GREATER DUWAMISH,1.0,119661,118733.0,0.0,0.0,,97.0,775729.1875,0.0,774965.0,764.0,0.1875,5.44,0.05
3657,452,NonResidential,Large Office,LAKE UNION,1.0,94472,82098.0,0.0,0.0,,81.0,4342597.0,0.0,4342597.0,0.0,0.0,30.27,0.22
3658,453,NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1.0,61800,95721.0,31746.0,0.0,,95.0,3063504.5,0.0,3063504.0,0.0,0.5,21.36,0.22
3659,456,NonResidential,Large Office,MAGNOLIA / QUEEN ANNE,2.0,98055,105563.0,0.0,0.0,20112009,83.0,5661689.5,0.0,5661689.0,0.0,0.5,39.47,0.19
3660,457,NonResidential,Large Office,LAKE UNION,1.0,56041,63199.0,0.0,0.0,,7.0,11319836.0,0.0,4904243.0,6415592.0,1.0,374.92,3.62
3661,458,NonResidential,Small- and Mid-Sized Office,NORTH,1.0,74880,71751.0,0.0,0.0,,56.0,5134607.5,0.0,5134607.0,0.0,0.5,35.8,0.48
3662,459,NonResidential,Small- and Mid-Sized Office,NORTH,1.0,88774,85339.0,0.0,0.0,,53.0,6029121.5,0.0,6029121.0,0.0,0.5,42.03,0.47
3663,460,NonResidential,Large Office,NORTH,1.0,122250,91281.0,30177.0,5931.0,2009,93.0,5535626.0,0.0,5535625.0,0.0,1.0,38.59,0.32
3664,461,NonResidential,Small- and Mid-Sized Office,NORTH,1.0,53730,53730.0,0.0,0.0,,20.0,4742869.0,0.0,4742869.0,0.0,0.0,33.06,0.62
3665,462,NonResidential,Small- and Mid-Sized Office,DELRIDGE,1.0,55593,55593.0,0.0,0.0,,55.0,4224872.5,0.0,2842549.0,1382323.0,0.5,93.23,1.68
3666,463,NonResidential,Large Office,LAKE UNION,1.0,73096,72066.0,59137.0,0.0,,54.0,4695139.0,0.0,4695138.0,0.0,1.0,32.73,0.24
3667,464,NonResidential,Retail Store,GREATER DUWAMISH,1.0,158415,158415.0,0.0,0.0,,25.0,22394416.0,0.0,15927634.0,6466780.0,2.0,454.49,2.87
3668,465,NonResidential,Large Office,LAKE UNION,1.0,287819,155985.0,88350.0,15630.0,,,48406556.0,0.0,48155040.0,251511.0,5.0,349.07,1.21
3670,467,NonResidential,Retail Store,BALLARD,1.0,164437,102653.0,74102.0,0.0,,62.0,18390344.0,0.0,14099499.0,4290843.0,2.0,326.18,1.98
3671,468,NonResidential,Large Office,LAKE UNION,1.0,118248,118016.0,66234.0,1595.0,,95.0,5671256.0,0.0,5651060.0,20195.0,1.0,40.47,0.22
3672,469,NonResidential,Laboratory,LAKE UNION,1.0,55200,54880.0,320.0,0.0,,,11594121.0,0.0,7500378.0,4093742.0,1.0,269.71,4.89
3673,470,NonResidential,Laboratory,LAKE UNION,1.0,129366,176171.0,0.0,0.0,,,33713876.0,0.0,20388923.0,13324952.0,1.0,849.83,3.52
3674,471,NonResidential,Large Office,LAKE UNION,1.0,86700,79384.0,52582.0,3027.0,,96.0,3238216.0,0.0,3238216.0,0.0,0.0,22.57,0.16
3675,473,NonResidential,Large Office,LAKE UNION,1.0,172371,168132.0,96918.0,16862.0,,96.0,7851334.5,0.0,7695280.0,156054.0,0.5,61.93,0.23
3676,474,NonResidential,Warehouse,LAKE UNION,1.0,127800,127800.0,0.0,0.0,,56.0,2767491.0,0.0,2545590.0,221900.0,1.0,29.53,0.23
3677,475,NonResidential,Large Office,LAKE UNION,1.0,353919,372503.0,189133.0,0.0,,71.0,30083496.0,0.0,20922584.0,9160910.0,2.0,632.4,1.13
3678,476,NonResidential,Large Office,LAKE UNION,1.0,131592,131592.0,83178.0,0.0,,49.0,11963428.0,0.0,11719809.0,243618.0,1.0,94.64,0.42
3679,477,Campus,Other,LAKE UNION,1.0,535947,535947.0,103983.0,0.0,,,131373880.0,0.0,64627449.0,66746425.0,6.0,3995.45,7.45
3680,480,NonResidential,Mixed Use Property,LAKE UNION,1.0,109046,72407.0,49314.0,37406.0,,,31371618.0,0.0,20355803.0,11015812.0,3.0,726.96,4.55
3681,481,NonResidential,Large Office,LAKE UNION,1.0,136143,113803.0,79091.0,15803.0,201620152014201320092008,97.0,6917478.5,0.0,5303806.0,1613672.0,0.5,122.68,0.58
3682,482,NonResidential,Large Office,LAKE UNION,1.0,193198,178628.0,99368.0,6015.0,201620152014201320112009,97.0,7519466.5,0.0,7147457.0,372009.0,0.5,69.59,0.23
3683,484,NonResidential,Mixed Use Property,LAKE UNION,1.0,67380,29732.0,17372.0,13639.0,,66.0,2755829.0,0.0,1566221.0,1189608.0,0.0,74.1,1.1
3684,487,NonResidential,Laboratory,LAKE UNION,1.0,102235,103135.0,0.0,0.0,,,24395228.0,0.0,15355254.0,9039972.0,2.0,587.16,5.74
3685,488,NonResidential,Mixed Use Property,LAKE UNION,1.0,282813,175364.0,173235.0,88901.0,,,45252356.0,0.0,29992691.0,15259662.0,3.0,1019.53,2.34
3686,489,NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1.0,67236,64752.0,21396.0,0.0,,80.0,3415561.25,0.0,3415561.0,0.0,0.25,23.81,0.27
3687,490,NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1.0,66762,66648.0,15167.0,0.0,,69.0,3632613.5,0.0,3632614.0,0.0,0.0,25.32,0.29
3688,491,NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1.0,66762,66747.0,28285.0,0.0,,86.0,3493093.75,0.0,3493093.0,0.0,0.75,24.35,0.28
3689,492,NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1.0,58195,58195.0,28800.0,0.0,,81.0,2991674.75,0.0,2991674.0,0.0,0.75,20.86,0.24
3690,493,NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1.0,66400,69691.0,17487.0,0.0,,75.0,3484915.5,0.0,3484915.0,0.0,0.5,24.29,0.28
3691,494,NonResidential,Medical Office,NORTHEAST,1.0,108344,108344.0,88405.0,0.0,,5.0,19165116.0,0.0,11703547.0,7461566.0,3.0,477.87,2.43
3692,495,NonResidential,Medical Office,NORTHEAST,1.0,95995,95995.0,0.0,0.0,,21.0,8422861.0,0.0,8005293.0,417567.0,1.0,77.99,0.41
3693,496,NonResidential,Self-Storage Facility,BALLARD,2.0,111445,111445.0,0.0,0.0,,,5697472.5,0.0,3007514.0,2689958.0,0.5,163.83,1.47
3694,497,NonResidential,Warehouse,SOUTHWEST,1.0,98475,98475.0,0.0,0.0,,83.0,1090496.25,0.0,768997.0,321500.0,0.0,22.44,0.23
3695,498,NonResidential,Hospital,LAKE UNION,1.0,201075,215602.0,0.0,0.0,,23.0,42709624.0,0.0,26781892.0,15927728.0,4.0,1032.63,2.94
3696,500,NonResidential,Supermarket / Grocery Store,NORTH,1.0,121087,121087.0,0.0,0.0,,78.0,14512786.0,0.0,10680826.0,3831959.0,1.0,277.98,0.9
3697,503,NonResidential,Supermarket / Grocery Store,GREATER DUWAMISH,1.0,63225,63225.0,0.0,0.0,,100.0,6522551.5,0.0,6522551.0,0.0,0.5,45.47,0.72
3698,504,Nonresidential COS,Other,DELRIDGE,1.0,113780,91532.0,22248.0,0.0,,,3574542.25,0.0,1470885.0,2103657.0,0.25,121.98,1.07
3699,507,NonResidential,Warehouse,GREATER DUWAMISH,1.0,243044,325424.0,0.0,0.0,,100.0,1396082.25,0.0,700977.0,695105.0,0.25,41.8,0.17
3700,508,NonResidential,Other,LAKE UNION,1.0,123940,156312.0,116440.0,7500.0,,,11521702.0,0.0,11521701.0,0.0,1.0,80.32,0.29
3701,513,NonResidential,Other,MAGNOLIA / QUEEN ANNE,1.0,53464,72000.0,15000.0,0.0,,,6876439.5,0.0,6876438.0,0.0,1.5,47.94,0.72
3702,514,NonResidential,Retail Store,NORTHWEST,1.0,131387,107931.0,0.0,0.0,,72.0,8773058.0,0.0,7704514.0,1068542.0,2.0,110.46,0.84
3703,515,NonResidential,Warehouse,NORTHWEST,1.0,94400,67155.0,0.0,0.0,,38.0,784364.0,0.0,680865.0,103500.0,0.0,10.24,0.11
3704,516,NonResidential,Other,NORTHWEST,6.0,111900,124231.0,0.0,0.0,,,9814820.0,0.0,6390148.0,3424670.0,2.0,226.43,2.02
3705,517,NonResidential,Supermarket / Grocery Store,NORTHWEST,1.0,144776,144776.0,0.0,0.0,,56.0,13424079.0,0.0,10307295.0,3116783.0,1.0,237.39,1.64
3706,518,NonResidential,Retail Store,NORTHWEST,1.0,114000,57805.0,56312.0,0.0,,79.0,17225444.0,0.0,7836595.0,9388848.0,1.0,553.27,4.85
3707,519,NonResidential,Supermarket / Grocery Store,NORTHWEST,1.0,50083,50065.0,0.0,0.0,,78.0,8663691.0,0.0,6528390.0,2135300.0,1.0,158.92,3.17
3708,520,NonResidential,Large Office,LAKE UNION,1.0,95426,96504.0,0.0,0.0,,73.0,4991360.5,0.0,4989211.0,2149.0,0.5,34.9,0.28
3709,521,NonResidential,Small- and Mid-Sized Office,LAKE UNION,1.0,53472,90000.0,0.0,0.0,,84.0,3897738.0,0.0,3897737.0,0.0,1.0,27.17,0.3
